r,l,t
0.28,32,13.284054
2.78,16,13.290982
0.33,20,13.299391
2.82,16,13.306154
2.79,14,13.312307
2.68,10,13.317174
2.75,10,13.321602
0.4,24,13.331661
2.83,16,13.338498
2.78,14,13.344511
2.75,14,13.350685
2.74,12,13.355967
2.82,14,13.361982
2.78,14,13.367945
2.79,20,13.37649
2.86,30,13.393519
2.79,18,13.401314
2.69,10,13.4058
2.84,18,13.413794
0.28,32,13.428537
0.38,28,13.440486
2.69,14,13.446617
2.74,10,13.451026
2.78,12,13.456349
2.81,20,13.464774
2.78,20,13.473207
0.37,32,13.488571
0.34,22,13.497768
2.82,14,13.503705
2.78,14,13.509695
2.86,18,13.517292
2.79,12,13.524146
2.82,16,13.531002
2.75,10,13.537145
0.33,32,13.552603
0.29,24,13.562618
2.78,12,13.567823
0.44,30,13.580364
0.37,32,13.593949
0.32,18,13.601583
0.33,26,13.612962
0.35,22,13.622113
0.21,32,13.639657
2.78,14,13.645907
2.79,16,13.652687
2.84,18,13.66032
0.44,22,13.669494
0.35,32,13.683884
2.82,20,13.692517
0.36,24,13.717087
2.74,10,13.721539
2.89,20,13.730628
2.87,22,13.740212
2.79,18,13.747807
2.83,14,13.753847
0.31,20,13.76235
2.74,10,13.76677
0.37,30,13.779356
2.87,20,13.788125
0.35,24,13.798522
0.4,20,13.807331
0.26,20,13.817137
0.37,32,13.831075
0.27,28,13.848765
2.78,16,13.860079
0.31,22,13.870185
2.74,14,13.87626
0.3,20,13.884798
0.38,28,13.89637
2.85,16,13.903542
2.74,10,13.908019
2.82,16,14.577332
0.41,32,14.592073
0.42,20,14.600698
2.73,10,14.605162
2.75,10,14.609547
2.83,20,14.61812
2.76,20,14.626859
2.78,12,14.632174
2.77,18,14.639982
2.78,12,14.645285
2.79,22,14.654484
0.31,24,14.664756
0.51,16,14.671766
2.79,12,14.67706
2.76,14,14.683551
2.82,14,14.68975
2.78,14,14.695957
2.78,14,14.702219
0.34,32,14.716084
2.73,16,14.723107
2.82,18,14.730865
2.75,16,14.737789
2.78,12,14.743173
2.73,10,14.747701
0.28,28,14.759763
2.77,14,14.765875
0.31,27,14.777153
2.81,20,14.785738
2.77,12,14.791056
2.76,12,14.799508
2.75,10,14.804201
2.78,18,14.813834
2.86,18,14.821618
2.73,10,14.826278
0.25,32,14.853902
2.83,16,14.860991
2.74,10,14.867861
2.81,14,14.877908
2.74,12,14.883388
0.35,32,14.897456
2.79,12,14.902809
2.85,22,14.912336
0.32,32,14.927965
2.79,12,14.933949
2.74,10,14.93851
2.82,12,14.943752
2.75,12,14.949616
2.82,24,14.959859
0.38,30,14.972718
2.79,14,14.980338
2.81,20,14.989296
2.83,18,14.99701
2.78,10,15.001586
2.76,26,15.012837
0.33,32,15.027619
2.83,12,15.033009
2.75,16,15.042881
0.3,32,15.063148
0.37,26,15.074305
2.78,10,15.078844
2.81,18,15.086682
2.82,18,15.094328
2.73,10,15.098774
2.78,18,15.106509
0.33,18,15.114558
2.82,20,15.123294
2.74,10,15.127833
2.82,18,15.135585
2.78,20,15.144119
2.82,18,15.152035
2.86,26,15.163138
2.76,14,15.170573
2.86,22,15.180473
0.34,22,15.189981
2.79,18,15.197678
2.77,12,15.202987
0.38,22,15.212346
2.82,14,15.218668
2.76,14,15.224992
2.75,14,15.231033
2.81,14,15.237304
0.32,32,15.251343
2.81,14,15.257515
2.74,10,15.262
2.75,10,15.269368
2.75,14,15.275487
2.78,16,15.282345
2.81,16,15.289644
0.33,32,15.303978
2.75,12,15.322667
2.88,18,15.330605
2.82,14,15.336722
2.88,30,15.3493
2.82,14,15.355484
2.86,18,15.364648
2.75,14,15.370896
2.9,20,15.379387
0.35,32,15.393257
2.87,26,15.404417
2.73,10,15.408982
2.73,10,15.413555
2.78,12,15.418769
2.75,10,15.423368
2.76,14,15.429532
0.26,20,15.437991
0.25,32,15.451847
2.79,14,15.458007
2.82,18,15.465633
0.35,20,15.474431
2.8,32,15.488979
0.34,32,15.504951
2.76,12,15.513245
2.75,14,15.519421
2.69,10,15.523905
2.84,28,16.196006
2.78,10,16.201311
2.82,18,16.209191
2.79,12,16.214509
2.73,10,16.219
2.77,12,16.22434
2.74,10,16.228855
2.75,12,16.23419
2.79,14,16.240352
2.79,14,16.246364
0.31,32,16.260671
2.74,12,16.266057
2.82,14,16.272205
0.33,32,16.286196
2.73,14,16.292365
2.78,16,16.299394
2.86,18,16.307123
2.81,16,16.314086
2.74,10,16.318493
2.74,10,16.324608
2.85,16,16.332217
2.82,24,16.342605
2.78,14,16.348656
2.75,10,16.353047
2.75,12,16.35837
0.38,32,16.372367
2.75,10,16.376853
2.83,18,16.385189
2.86,22,16.396824
2.75,12,16.40235
2.75,12,16.407714
2.82,14,16.41405
2.85,16,16.421043
0.33,22,16.445204
0.28,20,16.453828
2.75,12,16.459217
2.75,14,16.469719
2.82,16,16.476813
2.75,14,16.482952
2.79,14,16.491612
0.37,18,16.500435
2.82,22,16.509845
2.82,16,16.517544
2.82,16,16.524556
2.83,18,16.532288
2.86,26,16.544178
2.76,10,16.548767
2.69,12,16.554335
2.89,18,16.562219
2.82,16,16.56923
2.73,10,16.574393
2.75,14,16.58111
2.75,12,16.586634
0.32,20,16.595473
2.79,12,16.600825
2.78,12,16.606236
2.74,12,16.611597
2.74,10,16.616097
2.78,12,16.621479
2.78,10,16.626083
2.75,10,16.630648
2.75,10,16.63512
2.83,22,16.644651
2.81,14,16.650859
2.77,10,16.655349
0.44,18,16.663635
2.78,14,16.669801
2.85,18,16.677664
2.77,16,16.68458
2.75,14,16.69069
2.85,12,16.696125
2.77,12,16.701461
2.77,16,16.708629
2.76,10,16.713208
2.74,10,16.718457
2.82,18,16.727979
2.74,12,16.733309
2.68,12,16.73859
2.77,14,16.744759
2.73,10,16.749207
2.83,14,16.755349
2.82,16,16.762325
2.78,10,16.766836
2.78,10,16.771292
2.78,12,16.776817
2.82,16,16.783735
2.81,22,16.793521
2.82,20,16.802287
2.78,20,16.812719
2.75,16,16.819689
2.77,16,16.82663
2.75,14,16.832886
2.77,14,16.838963
2.69,10,16.843438
2.78,16,16.850851
2.82,14,16.856907
2.74,10,16.861311
2.82,20,16.870078
2.82,16,16.877911
