r,l,t
0.63,14,30.654002
3.21,12,30.663225
3.16,12,30.672417
3.16,14,30.684744
3.16,12,30.694308
3.21,14,30.70817
3.16,18,30.721472
3.21,12,30.730583
3.16,12,30.739823
3.16,12,30.748813
3.21,12,30.757806
0.76,24,30.775504
3.21,12,30.784477
3.21,12,30.793587
3.16,18,30.807359
3.16,18,30.824717
3.16,12,30.834019
3.16,12,30.843011
3.21,12,30.85202
3.21,14,30.862581
3.16,12,30.879781
3.16,14,30.890561
3.16,14,30.901356
3.16,14,30.912082
0.68,20,30.926824
3.16,12,30.93601
3.16,12,30.945068
0.36,32,30.976836
0.78,14,30.987726
3.16,12,30.996993
3.16,12,31.007672
3.16,14,31.018374
3.16,12,31.027657
3.16,12,31.036824
0.59,24,31.054146
0.56,16,31.067342
3.16,14,31.081351
0.56,14,31.093463
3.21,14,31.10389
3.16,14,31.114311
3.16,14,31.125005
3.21,14,31.140595
3.21,12,31.149739
3.16,14,31.160226
